t_s,attack_time_s,sim_lat,sim_lon,pos_lat,pos_lon,pos_alt,e_vehicle_h_m,gps_present,gps_age_s,gps_status,gps_nsats,gps_hdop,gps_lat,gps_lon,gps_hacc,gps_vacc,gps_sacc,xkf_fs
13.199718,nan,35.930514,-84.3106746,35.930514,-84.3106745,24.010000228881836,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
13.299678,nan,35.930514,-84.3106746,35.930514,-84.3106745,24.119998931884766,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
13.399638,nan,35.930514,-84.3106746,35.930514,-84.3106745,24.219999313354492,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
13.499598,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.31999969482422,0.024019495460028364,1,0.039984,6,10,1.21,35.9305141,-84.3106746,0.3,0.3,0.0,0
13.599558,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.40999984741211,0.024019495460028364,1,0.059976,6,10,1.21,35.9305141,-84.3106746,0.3,0.3,0.0,0
13.699518,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.5,0.024019495460028364,1,0.039984,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
13.799478,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.579999923706055,0.024019495460028364,1,0.059976,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
13.899438,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.65999984741211,0.024019495460028364,1,0.039984,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
13.999398,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.729999542236328,0.024019495460028364,1,0.059976,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
14.099358,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.78999900817871,0.024019495460028364,1,0.039984,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
14.199318,nan,35.9305142,-84.3106746,35.930514,-84.3106745,24.850000381469727,0.024019495460028364,1,0.059976,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
14.299278,nan,35.9305143,-84.3106746,35.930514,-84.3106745,24.899999618530273,0.03459108669614288,1,0.039984,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
14.399238,nan,35.9305143,-84.3106746,35.930514,-84.3106745,24.94999885559082,0.03459108669614288,1,0.059976,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
